
     d           S.E.
103   0.00077543  0.00040123
104   0.00245902  0.00053506
105   0.00216611  0.00054148
106   0.00044893  0.00043083
107  n/c         n/c         
108   0.00109173  0.00045650
109   0.00179574  0.00086337
110   0.00258137  0.00072761
111   0.00359147  0.00126254
112   0.00044893  0.00044194
113   0.00000000  0.00000000
114   0.00026936  0.00026758
115   0.00269360  0.00113272
116   0.00000000  0.00000000
117   0.00033670  0.00034041
118   0.00000000  0.00000000
119   0.00119332  0.00037756
120   0.00633576  0.00088618
121   0.00000000  0.00000000
122   0.00044893  0.00044686
123   0.00586743  0.00073555
124   0.00067340  0.00069894
125  n/c         n/c         
126  n/c         n/c         
127   0.00553535  0.00094528
128   0.00460201  0.00082619
129   0.00134680  0.00094531
130   0.00000000  0.00000000
131  n/c         n/c         
132  n/c         n/c         
133   0.00404040  0.00172795
134  n/c         n/c         
135   0.00202020  0.00118265
136   0.00202020  0.00116601
137   0.00121853  0.00054985
138   0.00062815  0.00023694
139   0.00134680  0.00094556
140   0.00000000  0.00000000
141   0.00134680  0.00093692
142  n/c         n/c         
143  n/c         n/c         
144   0.00067340  0.00067668
145   0.00202020  0.00083789
146  n/c         n/c         
147   0.00673401  0.00216939
148   0.00419446  0.00078730
149   0.00336700  0.00149247
150   0.00404040  0.00133979
151   0.00202020  0.00114230
152  n/c         n/c         
153   0.00293188  0.00054688
154   0.01010101  0.00274691
155   0.00314254  0.00118667
156   0.00202020  0.00116314
157   0.00853413  0.00196236
158  n/c         n/c         
159   0.00038480  0.00028296
160   0.00048260  0.00026080
161   0.00000000  0.00000000
162   0.00000000  0.00000000
163   0.00067340  0.00068613
164  n/c         n/c         
165   0.00000000  0.00000000
166  n/c         n/c         
167   0.00144131  0.00037768
168   0.00342417  0.00051223
169   0.00404040  0.00165980
170   0.00202020  0.00116637
171  n/c         n/c         
172   0.00067385  0.00063214
173  n/c         n/c         
174   0.00763187  0.00190482
175  n/c         n/c         
176   0.00033670  0.00034313
177   0.00875421  0.00240626
178   0.00404040  0.00162249
179  n/c         n/c         
180   0.00000000  0.00000000
181   0.00179574  0.00089385
182   0.00179574  0.00089255
183  n/c         n/c         
184   0.00202020  0.00112459
185   0.00134680  0.00074543
186   0.00067340  0.00065779
187  n/c         n/c         
188   0.00538721  0.00189525
189   0.00606061  0.00204953
190   0.00022447  0.00022746
191   0.00398983  0.00078925
192   0.00269360  0.00129963
193  n/c         n/c         
194   0.00156325  0.00060644
195   0.00134680  0.00082380
196   0.00000000  0.00000000
197   0.00044893  0.00045255
198   0.00044893  0.00046716
199   0.00134680  0.00095026
200   0.00193125  0.00049562
201   0.00357326  0.00051076
202   0.00022447  0.00022175
203   0.00044893  0.00044214
204   0.00040404  0.00039218
205   0.00229647  0.00057726
206   0.00000000  0.00000000
207  n/c         n/c         
208   0.00000000  0.00000000
209   0.00109384  0.00038258
210  n/c         n/c         
211   0.00000000  0.00000000
212   0.00314254  0.00117963
213  n/c         n/c         
214  n/c         n/c         
215   0.00134680  0.00076236
216   0.00606061  0.00199535
217   0.01818182  0.00359755
218   0.00180778  0.00040030
219   0.00808081  0.00189247
220   0.00471380  0.00177543
221  n/c         n/c         
222  n/c         n/c         
223   0.00180375  0.00068621
224  n/c         n/c         
225   0.00302496  0.00057471
226   0.00026936  0.00026160
227   0.00314254  0.00114744
228   0.00471380  0.00175183
229  n/c         n/c         
230  n/c         n/c         
231   0.00067340  0.00067509
232   0.00718294  0.00178127
233  n/c         n/c         
234   0.00000000  0.00000000
235   0.00000000  0.00000000
236  n/c         n/c         
237   0.00026936  0.00025904
238   0.00101010  0.00060621
239   0.00134680  0.00095786
240   0.00067340  0.00066321
241  n/c         n/c         
242  n/c         n/c         
243  n/c         n/c         
244   0.00000000  0.00000000
245  n/c         n/c         
246  n/c         n/c         
247   0.00051800  0.00022975
248   0.00000000  0.00000000
